crop,landuse,osm_id,area_ha,width_core_pass,site_id,transmission_110kv_plus_m,transmission_110kv_plus_rank,subtransmission_33_66kv_m,subtransmission_33_66kv_rank,distribution_22kv_m,distribution_22kv_rank,road_m,road_rank,transmission_110kv_plus_road_rank_shift,subtransmission_33_66kv_road_rank_shift,distribution_22kv_road_rank_shift,subtransmission_33_66kv_transmission_110kv_plus_rank_shift,S06_verify_grid
,meadow,1094766046,44.3,True,OSM-1094766046,0.0,1,1652.5,1166,388.7,2005,657.4,2242,2241,1076,237,1165,False
,meadow,1094766047,52.5,True,OSM-1094766047,470.8,266,1315.1,1028,0.0,1,10.4,1241,975,213,1240,762,False
,meadow,1094766048,223.3,True,OSM-1094766048,929.0,369,393.9,588,0.0,1,8.3,663,294,75,662,219,False
,meadow,1094766049,20.8,True,OSM-1094766049,1763.8,566,1555.6,1118,16.9,1281,9.2,886,320,232,395,552,False
,meadow,1094766052,196.6,True,OSM-1094766052,1631.2,537,15.8,318,0.0,1,8.5,693,156,375,692,219,False
,meadow,1094766053,54.6,True,OSM-1094766053,2353.6,689,3.7,210,0.0,1,11.6,1505,816,1295,1504,479,False
,meadow,1094766054,213.9,True,OSM-1094766054,1409.7,487,0.0,1,1.2,630,1.6,53,434,52,577,486,False
,meadow,1094766056,32.5,True,OSM-1094766056,3010.5,852,821.6,811,139.8,1791,674.8,2251,1399,1440,460,41,False
,meadow,1094766777,23.8,True,OSM-1094766777,320.8,239,2162.1,1339,0.2,509,10.2,1180,941,159,671,1100,False
,meadow,1094974678,398.0,True,OSM-1094974678,15469.0,2144,4998.4,1984,0.0,1,5.4,217,1927,1767,216,160,False
,meadow,1094974679,126.7,True,OSM-1094974679,14493.7,2090,4715.2,1950,0.8,581,3.4,99,1991,1851,482,140,False
,meadow,1094974680,65.8,True,OSM-1094974680,14381.7,2084,4196.3,1864,0.0,1,6.2,288,1796,1576,287,220,False
,meadow,1094976017,58.4,True,OSM-1094976017,15060.3,2123,4551.2,1915,1.4,646,8.7,747,1376,1168,101,208,False
,meadow,1094976019,20.5,True,OSM-1094976019,15396.3,2142,4550.1,1914,2.1,754,9.4,962,1180,952,208,228,False
,meadow,1094976020,39.4,True,OSM-1094976020,15994.3,2163,5120.0,1992,0.0,1,9.5,985,1178,1007,984,171,True
,meadow,1094978523,29.7,True,OSM-1094978523,23651.4,2299,475.5,625,0.0,1,4.9,184,2115,441,183,1674,False
,meadow,1094978524,118.1,True,OSM-1094978524,23414.4,2293,955.8,875,275.8,1918,5.3,211,2082,664,1707,1418,False
,meadow,1095006455,225.8,True,OSM-1095006455,10803.3,1849,4295.5,1879,1129.4,2302,1234.3,2330,481,451,28,30,False
,meadow,1095006456,279.1,True,OSM-1095006456,9107.7,1682,3368.9,1683,58.8,1653,161.0,1947,265,264,294,1,False
,meadow,1095006457,29.2,True,OSM-1095006457,10745.6,1842,3489.3,1717,1195.8,2306,1795.5,2347,505,630,41,125,False
,meadow,1095006458,45.3,True,OSM-1095006458,10676.3,1830,3960.3,1822,1303.7,2310,1778.3,2346,516,524,36,8,False
,meadow,1095006459,78.0,True,OSM-1095006459,9339.0,1706,4637.9,1933,671.8,2186,680.3,2253,547,320,67,227,False
,meadow,1095006460,101.1,True,OSM-1095006460,10198.2,1783,4269.8,1874,1690.5,2326,1804.2,2348,565,474,22,91,False
,meadow,1095007399,305.1,True,OSM-1095007399,10676.1,1829,2230.0,1358,0.0,1,166.2,1950,121,592,1949,471,False
,meadow,1095123344,42.5,True,OSM-1095123344,14656.1,2101,2261.3,1371,188.2,1837,184.8,1965,136,594,128,730,False
,meadow,1095133941,22.6,True,OSM-1095133941,15049.5,2120,3092.3,1607,546.5,2119,410.7,2101,19,494,18,513,False
,meadow,1095133951,111.4,True,OSM-1095133951,14810.3,2108,1854.9,1226,395.3,2011,235.1,2003,105,777,8,882,False
,meadow,1095133952,21.0,True,OSM-1095133952,15956.4,2162,4190.4,1863,1627.7,2323,1016.0,2316,154,453,7,299,False
,meadow,1095133958,29.5,True,OSM-1095133958,15847.7,2159,4619.3,1928,1674.9,2324,1179.7,2323,164,395,1,231,False
,meadow,1095162186,167.2,True,OSM-1095162186,12548.5,1986,6642.9,2165,4.5,987,3.8,119,1867,2046,868,179,True
,meadow,1095162188,178.6,True,OSM-1095162188,13984.4,2067,7269.0,2212,223.8,1874,7.3,443,1624,1769,1431,145,True
,meadow,1095162189,86.6,True,OSM-1095162189,13421.5,2031,8111.8,2252,0.0,1,8.9,802,1229,1450,801,221,True
,meadow,1095162192,28.1,True,OSM-1095162192,15361.6,2139,8273.7,2256,1.4,646,9.3,926,1213,1330,280,117,True
,meadow,1095162193,40.8,True,OSM-1095162193,15122.5,2128,8631.7,2269,0.9,594,6.8,367,1761,1902,227,141,True
,meadow,1095162195,66.6,True,OSM-1095162195,15149.9,2129,9410.7,2302,0.0,1,9.9,1099,1030,1203,1098,173,True
,meadow,1095162197,27.9,True,OSM-1095162197,14511.2,2093,9437.3,2303,16.2,1248,9.6,1011,1082,1292,237,210,True
,meadow,1095162199,42.6,True,OSM-1095162199,15247.7,2135,9882.7,2310,17.6,1329,10.2,1180,955,1130,149,175,True
,meadow,1095162200,32.9,True,OSM-1095162200,15893.4,2161,10270.1,2320,0.4,532,10.3,1215,946,1105,683,159,True
,meadow,1095162201,26.8,True,OSM-1095162201,15841.5,2157,10944.4,2331,1.6,682,9.0,835,1322,1496,153,174,True
,meadow,1095162202,21.3,True,OSM-1095162202,16512.6,2174,10996.6,2333,9.8,1130,2.9,81,2093,2252,1049,159,True
,meadow,1095162203,42.8,True,OSM-1095162203,16433.3,2171,10554.7,2323,16.2,1248,9.4,962,1209,1361,286,152,True
,meadow,1095162204,26.8,True,OSM-1095162204,17117.0,2184,11095.5,2336,181.0,1832,8.4,680,1504,1656,1152,152,True
,meadow,1095162206,43.1,True,OSM-1095162206,17533.6,2192,11379.5,2340,38.5,1613,8.2,634,1558,1706,979,148,True
,meadow,1095162208,90.3,True,OSM-1095162208,16305.9,2170,9877.1,2309,1.4,646,8.6,716,1454,1593,70,139,True
,meadow,1095162210,37.8,True,OSM-1095162210,15201.0,2132,9165.1,2294,2.2,771,9.3,926,1206,1368,155,162,True
,meadow,1095162211,21.0,True,OSM-1095162211,16200.1,2168,9310.5,2299,7.1,1087,11.2,1428,740,871,341,131,True
,meadow,1095162567,36.8,True,OSM-1095162567,15174.1,2130,7166.8,2207,17.8,1339,10.2,1180,950,1027,159,77,True
,meadow,1095162568,38.8,True,OSM-1095162568,14646.5,2100,6471.9,2152,17.5,1320,10.2,1180,920,972,140,52,True
,meadow,1095162573,26.4,True,OSM-1095162573,13674.3,2049,6255.9,2139,2.3,789,9.0,835,1214,1304,46,90,True
,meadow,1095162574,38.0,True,OSM-1095162574,13989.4,2068,6665.1,2167,1.7,698,10.1,1149,919,1018,451,99,True
,meadow,1095162863,47.4,True,OSM-1095162863,13351.5,2027,6439.9,2151,1.8,709,9.4,962,1065,1189,253,124,True
,meadow,1095170962,30.5,True,OSM-1095170962,17672.3,2197,10776.9,2327,2.9,864,9.9,1099,1098,1228,235,130,True
,meadow,1095170965,26.4,True,OSM-1095170965,17711.9,2199,10578.9,2324,21.4,1510,7.5,475,1724,1849,1035,125,True
,meadow,1095170970,33.2,True,OSM-1095170970,18015.1,2207,10315.2,2321,307.0,1941,13.3,1674,533,647,267,114,True
,meadow,1095170972,33.5,True,OSM-1095170972,17844.8,2202,9687.3,2307,0.0,1,4.6,164,2038,2143,163,105,True
,meadow,1095174778,20.2,True,OSM-1095174778,17878.8,2203,9260.7,2297,115.8,1756,110.9,1915,288,382,159,94,True
,meadow,1095174780,24.1,True,OSM-1095174780,17426.9,2189,8998.8,2289,10.8,1148,5.1,198,1991,2091,950,100,True
,meadow,1095174781,42.3,True,OSM-1095174781,16748.2,2176,8370.9,2257,18.7,1398,5.0,189,1987,2068,1209,81,True
,meadow,1095174782,28.6,True,OSM-1095174782,17396.8,2188,9401.6,2301,0.0,1,4.5,155,2033,2146,154,113,True
,meadow,1095176582,36.8,True,OSM-1095176582,16002.4,2164,7887.8,2242,0.0,1,6.9,379,1785,1863,378,78,True
,meadow,1095192177,20.9,True,OSM-1095192177,16763.9,2177,8062.2,2249,22.4,1545,35.7,1875,302,374,330,72,True
,meadow,1095192180,36.6,True,OSM-1095192180,15363.2,2140,6992.2,2193,328.6,1962,514.8,2153,13,40,191,53,True
,meadow,1095192182,29.8,True,OSM-1095192182,15836.6,2156,6794.7,2178,10.5,1142,107.8,1914,242,264,772,22,True
,meadow,1095192183,47.7,True,OSM-1095192183,14533.5,2096,6137.1,2123,0.1,499,3.9,127,1969,1996,372,27,True
,meadow,1095192204,23.1,True,OSM-1095192204,17583.7,2196,8053.7,2248,11.0,1152,6.2,288,1908,1960,864,52,True
,meadow,1095192974,54.7,True,OSM-1095192974,17508.7,2191,6967.5,2190,0.0,1,9.8,1071,1120,1119,1070,1,True
,meadow,1095192976,49.2,True,OSM-1095192976,17934.3,2204,7368.3,2219,171.2,1820,178.9,1960,244,259,140,15,True
,meadow,1095195704,20.4,True,OSM-1095195704,3312.7,915,3882.3,1801,21.9,1531,125.0,1923,1008,122,392,886,False
,meadow,1095195705,41.3,True,OSM-1095195705,3137.0,878,3539.6,1730,21.2,1501,191.0,1969,1091,239,468,852,False
,meadow,1095195709,60.2,True,OSM-1095195709,2952.9,842,2895.6,1554,2.5,823,9.9,1099,257,455,276,712,False
,meadow,1095195710,40.7,True,OSM-1095195710,2800.1,801,2675.1,1501,1.4,646,8.8,769,32,732,123,700,False
,meadow,1095206256,20.9,True,OSM-1095206256,1603.8,531,5794.5,2086,4.0,956,11.0,1387,856,699,431,1555,True
,meadow,1095206257,51.1,True,OSM-1095206257,2068.1,632,5400.6,2038,134.4,1781,491.3,2140,1508,102,359,1406,True
,meadow,1095206258,59.5,True,OSM-1095206258,2816.5,806,4638.6,1934,374.6,1992,10.1,1149,343,785,843,1128,False
,meadow,1095206259,61.0,True,OSM-1095206259,3421.6,941,4747.2,1953,16.0,1240,7.6,494,447,1459,746,1012,False
,meadow,1095206261,24.8,True,OSM-1095206261,2968.0,843,4231.2,1866,236.9,1882,13.1,1662,819,204,220,1023,False
,meadow,1095206262,38.9,True,OSM-1095206262,2508.4,736,3829.2,1791,18.1,1356,10.4,1241,505,550,115,1055,False
,meadow,1095206266,51.8,True,OSM-1095206266,2286.1,676,4516.0,1909,104.8,1736,11.2,1428,752,481,308,1233,False
,meadow,1095213888,20.6,True,OSM-1095213888,4142.4,1064,82.6,488,307.8,1943,12.4,1601,537,1113,342,576,False
,meadow,1095213889,81.6,True,OSM-1095213889,3876.3,1025,542.4,648,15.3,1219,14.1,1728,703,1080,509,377,False
,meadow,1095213891,59.8,True,OSM-1095213891,4545.6,1124,884.3,847,0.0,1,13.1,1662,538,815,1661,277,False
,meadow,1095213892,105.1,True,OSM-1095213892,4641.8,1139,16.7,341,20.5,1482,9.3,926,213,585,556,798,False
,meadow,1095213893,80.3,True,OSM-1095213893,6251.7,1413,2631.4,1493,2.2,771,8.1,608,805,885,163,80,False
,meadow,1095213894,240.2,True,OSM-1095213894,5180.2,1234,3142.7,1625,0.0,1,6.0,268,966,1357,267,391,False
,meadow,1095213895,46.2,True,OSM-1095213895,4880.3,1183,2234.4,1359,0.0,1,8.8,769,414,590,768,176,False
,meadow,1095213896,504.3,True,OSM-1095213896,4573.3,1132,980.1,884,1.5,663,8.9,802,330,82,139,248,False
,meadow,1095214874,229.7,True,OSM-1095214874,5505.5,1292,2071.1,1318,0.0,1,8.8,769,523,549,768,26,False
,meadow,1095214875,39.5,True,OSM-1095214875,6468.3,1435,1559.6,1120,14.4,1200,374.0,2076,641,956,876,315,False
,meadow,1095214879,71.5,True,OSM-1095214879,5759.2,1330,1088.9,929,2.8,852,8.1,608,722,321,244,401,False
,meadow,1095214880,29.1,True,OSM-1095214880,5592.3,1312,1796.7,1211,407.2,2026,12.6,1628,316,417,398,101,False
,meadow,1095215670,75.7,True,OSM-1095215670,5801.5,1341,2582.6,1477,19.4,1429,12.5,1613,272,136,184,136,False
,meadow,1095215676,56.3,True,OSM-1095215676,5190.9,1236,3995.8,1829,2.4,809,9.3,926,310,903,117,593,False
,meadow,1095251709,112.2,True,OSM-1095251709,8385.0,1612,3285.5,1668,0.0,1,7.7,517,1095,1151,516,56,False
,meadow,1095251710,104.9,True,OSM-1095251710,8747.4,1652,3852.5,1796,0.0,1,9.3,926,726,870,925,144,False
,meadow,1095251712,111.1,True,OSM-1095251712,9591.0,1731,3798.4,1783,0.0,1,8.7,747,984,1036,746,52,False
,meadow,1095251713,42.3,True,OSM-1095251713,9356.4,1709,3263.2,1658,0.4,532,10.1,1149,560,509,617,51,False
,meadow,1095251714,43.9,True,OSM-1095251714,8724.3,1650,2824.8,1536,2.2,771,8.3,663,987,873,108,114,False
,meadow,1095251717,27.8,True,OSM-1095251717,9609.0,1733,2445.5,1427,0.0,1,10.2,1180,553,247,1179,306,False
,meadow,1095251718,20.1,True,OSM-1095251718,9596.7,1732,2760.6,1520,0.1,499,10.5,1273,459,247,774,212,False
,meadow,1095269537,99.8,True,OSM-1095269537,20.8,164,1857.1,1230,16.4,1256,9.4,962,798,268,294,1066,False
,meadow,1095269538,42.0,True,OSM-1095269538,582.4,292,1832.2,1219,3.4,908,10.1,1149,857,70,241,927,False
,meadow,1095269539,64.4,True,OSM-1095269539,0.0,1,1422.3,1066,0.0,1,6.4,315,314,751,314,1065,False
,meadow,1095269542,58.4,True,OSM-1095269542,0.0,1,2062.9,1314,22.0,1534,14.3,1741,1740,427,207,1313,False
,meadow,1095332047,101.3,True,OSM-1095332047,384.9,250,1441.6,1068,4.8,1008,12.4,1601,1351,533,593,818,False
,meadow,1095332049,35.9,True,OSM-1095332049,0.0,1,1163.9,964,16.7,1269,10.0,1124,1123,160,145,963,False
,meadow,1095332051,125.9,True,OSM-1095332051,0.0,1,26.7,459,0.0,1,7.8,538,537,79,537,458,False
,meadow,1095332483,34.4,True,OSM-1095332483,755.3,330,1255.9,1004,5.0,1022,13.5,1695,1365,691,673,674,False
,meadow,1095332485,56.1,True,OSM-1095332485,0.0,1,335.3,565,1.8,709,8.8,769,768,204,60,564,False
,meadow,1095333409,52.0,True,OSM-1095333409,1272.2,452,604.4,690,16.7,1269,9.5,985,533,295,284,238,False
,meadow,1095333416,20.4,True,OSM-1095333416,1892.6,592,56.6,481,16.4,1256,7.2,434,158,47,822,111,False
,meadow,1095333418,29.1,True,OSM-1095333418,2438.6,711,2.3,158,14.6,1205,7.1,411,300,253,794,553,False
,meadow,1095334175,20.7,True,OSM-1095334175,1289.1,455,713.8,759,15.9,1237,7.1,411,44,348,826,304,False
,meadow,1095334180,24.5,True,OSM-1095334180,256.4,224,279.7,543,345.2,1972,12.2,1580,1356,1037,392,319,False
,meadow,1095334374,41.3,True,OSM-1095334374,0.0,1,22.6,451,115.4,1755,12.7,1635,1634,1184,120,450,False
,meadow,1095336428,43.9,True,OSM-1095336428,800.3,342,1033.6,905,2.2,771,10.5,1273,931,368,502,563,False
,meadow,1095336429,54.1,True,OSM-1095336429,903.7,363,651.2,724,0.6,566,11.1,1407,1044,683,841,361,False
,meadow,1095337611,86.9,True,OSM-1095337611,971.5,381,1904.3,1259,0.0,1,8.1,608,227,651,607,878,False
,meadow,1095337613,106.0,True,OSM-1095337613,1689.2,547,1067.2,918,0.3,525,7.9,553,6,365,28,371,False
,meadow,1095375208,679.5,True,OSM-1095375208,4647.8,1140,2980.2,1578,0.0,1,6.9,379,761,1199,378,438,False
,meadow,1095375210,29.3,True,OSM-1095375210,5366.3,1270,5289.6,2024,2.1,754,10.4,1241,29,783,487,754,True
,meadow,1095375211,80.6,True,OSM-1095375211,4492.2,1114,5796.1,2087,0.0,1,8.2,634,480,1453,633,973,True
,meadow,1095375213,59.3,True,OSM-1095375213,5491.3,1291,4894.7,1968,1.8,709,10.2,1180,111,788,471,677,False
,meadow,1095375214,57.6,True,OSM-1095375214,6470.3,1437,4172.9,1856,0.0,1,8.2,634,803,1222,633,419,False
,meadow,1095375221,94.1,True,OSM-1095375221,7521.1,1536,2313.3,1383,16.8,1274,10.1,1149,387,234,125,153,False
,meadow,1095375222,92.0,True,OSM-1095375222,7847.3,1564,2445.0,1426,0.0,1,7.8,538,1026,888,537,138,False
,meadow,1095375223,28.4,True,OSM-1095375223,7513.8,1534,3562.0,1734,0.0,1,7.8,538,996,1196,537,200,False
,meadow,1095376095,37.3,True,OSM-1095376095,8687.1,1644,1518.3,1098,16.6,1264,8.2,634,1010,464,630,546,False
,meadow,1095376096,46.9,True,OSM-1095376096,8926.6,1666,1970.5,1281,0.0,1,9.5,985,681,296,984,385,False
,meadow,1095376551,107.6,True,OSM-1095376551,7529.2,1538,1483.9,1088,1.3,635,6.8,367,1171,721,268,450,False
,meadow,1095376552,140.3,True,OSM-1095376552,7582.2,1543,1159.8,961,18.0,1350,9.4,962,581,1,388,582,False
,meadow,1095376553,29.2,True,OSM-1095376553,6942.0,1478,2980.5,1579,4.2,969,6.5,327,1151,1252,642,101,False
,meadow,1095377022,62.0,True,OSM-1095377022,5131.4,1224,3899.1,1804,1.0,607,7.8,538,686,1266,69,580,False
,meadow,1095377023,48.1,True,OSM-1095377023,5229.5,1244,3556.8,1733,97.0,1719,6.6,339,905,1394,1380,489,False
,meadow,1095377024,34.8,True,OSM-1095377024,4074.7,1057,3669.2,1757,0.0,1,7.8,538,519,1219,537,700,False
,meadow,1095377026,27.6,True,OSM-1095377026,4161.3,1068,3420.0,1702,0.0,1,13.2,1669,601,33,1668,634,False
,meadow,1095377395,22.0,True,OSM-1095377395,5154.3,1228,2687.6,1505,18.7,1398,9.0,835,393,670,563,277,False
,meadow,1095377397,40.4,True,OSM-1095377397,5870.3,1356,2567.4,1468,2.3,789,7.1,411,945,1057,378,112,False
,meadow,1095377401,29.4,True,OSM-1095377401,6850.2,1469,1876.5,1240,3.4,908,10.6,1303,166,63,395,229,False
,meadow,1095377842,22.0,True,OSM-1095377842,6282.6,1416,3041.9,1594,21.2,1501,13.6,1702,286,108,201,178,False
,meadow,1095377845,33.5,True,OSM-1095377845,7045.4,1485,2265.5,1374,0.0,1,11.0,1387,98,13,1386,111,False
,meadow,1095396533,221.6,True,OSM-1095396533,10785.7,1846,5130.0,1996,0.0,1,5.7,238,1608,1758,237,150,True
,meadow,1095396536,42.4,True,OSM-1095396536,13244.0,2021,5614.2,2068,1.8,709,11.3,1447,574,621,738,47,True
,meadow,1095396537,23.0,True,OSM-1095396537,12843.4,2005,5249.7,2015,1.6,682,11.9,1542,463,473,860,10,True
,meadow,1095397036,44.4,True,OSM-1095397036,12198.1,1962,4953.9,1979,1.3,635,9.1,863,1099,1116,228,17,False
,meadow,1095397037,25.7,True,OSM-1095397037,12333.4,1973,4433.8,1897,0.0,1,9.7,1039,934,858,1038,76,False
,meadow,1095397040,85.0,True,OSM-1095397040,10690.2,1833,4557.9,1916,0.0,1,8.9,802,1031,1114,801,83,False
,meadow,1095397644,61.4,True,OSM-1095397644,9250.6,1697,4922.8,1971,2.7,839,10.5,1273,424,698,434,274,False
,meadow,1095397645,178.9,True,OSM-1095397645,8181.4,1592,4919.5,1970,0.0,1,6.9,379,1213,1591,378,378,False
,meadow,1095397646,92.9,True,OSM-1095397646,8201.3,1597,6175.5,2130,10.3,1134,7.4,459,1138,1671,675,533,True
,meadow,1095412620,564.0,True,OSM-1095412620,8241.9,1604,5185.0,2007,0.0,1,4.8,174,1430,1833,173,403,True
,meadow,1095412621,67.9,True,OSM-1095412621,6784.2,1462,6904.3,2188,0.0,1,5.2,201,1261,1987,200,726,True
,meadow,1095444695,31.7,True,OSM-1095444695,13658.7,2048,3701.0,1768,16.9,1281,8.6,716,1332,1052,565,280,False
,meadow,1095444697,20.9,True,OSM-1095444697,13461.5,2035,3502.0,1721,0.7,573,10.8,1345,690,376,772,314,False
,meadow,1095444700,95.3,True,OSM-1095444700,13485.3,2037,3321.9,1676,3.8,943,7.4,459,1578,1217,484,361,False
,meadow,1095444913,24.8,True,OSM-1095444913,12904.4,2008,3115.7,1614,2.1,754,7.9,553,1455,1061,201,394,False
,meadow,1095444916,36.8,True,OSM-1095444916,12450.8,1978,2581.1,1476,14.0,1191,8.4,680,1298,796,511,502,False
,meadow,1095493191,57.5,True,OSM-1095493191,4001.5,1044,792.2,793,0.0,1,8.4,680,364,113,679,251,False
,meadow,1095493192,26.4,True,OSM-1095493192,3511.9,963,1458.3,1078,0.0,1,10.2,1180,217,102,1179,115,False
,meadow,1095493193,50.8,True,OSM-1095493193,3116.9,876,1990.0,1286,2.7,839,9.0,835,41,451,4,410,False
,meadow,1095493207,47.0,True,OSM-1095493207,3172.9,890,1021.9,901,18.4,1380,10.3,1215,325,314,165,11,False
,meadow,1095493595,34.8,True,OSM-1095493595,2509.7,737,2677.5,1502,17.5,1320,9.7,1039,302,463,281,765,False
,meadow,1095493596,25.5,True,OSM-1095493596,2502.6,734,3195.3,1641,0.0,1,7.0,395,339,1246,394,907,False
,meadow,1095586036,105.9,True,OSM-1095586036,12159.2,1960,7316.8,2215,0.0,1,8.0,584,1376,1631,583,255,True
,meadow,1095586037,87.9,True,OSM-1095586037,12157.1,1959,8616.1,2268,0.0,1,7.7,517,1442,1751,516,309,True
,meadow,1095586038,32.1,True,OSM-1095586038,11713.5,1926,8522.1,2266,5.7,1039,3.7,114,1812,2152,925,340,True
,meadow,1095586039,61.0,True,OSM-1095586039,10726.1,1838,8106.8,2251,0.0,1,5.8,251,1587,2000,250,413,True
,meadow,1095586040,27.4,True,OSM-1095586040,10970.0,1863,7280.2,2213,38.4,1612,27.6,1859,4,354,247,350,True
,meadow,1095586043,123.6,True,OSM-1095586043,11356.7,1897,6835.7,2181,0.0,1,9.2,886,1011,1295,885,284,True
,meadow,1095586508,37.4,True,OSM-1095586508,10348.1,1796,8216.9,2254,121.4,1765,88.2,1900,104,354,135,458,True
,meadow,1095586511,97.9,True,OSM-1095586511,8406.0,1618,8809.3,2279,63.7,1664,911.2,2306,688,27,642,661,True
,meadow,1095606394,405.1,True,OSM-1095606394,6223.8,1412,5067.5,1989,0.0,1,0.0,1,1411,1988,0,577,True
,meadow,1095606395,47.8,True,OSM-1095606395,4618.8,1136,6551.2,2160,0.0,1,7.8,538,598,1622,537,1024,True
,meadow,1095606396,51.2,True,OSM-1095606396,4006.7,1045,5808.8,2090,0.8,581,10.3,1215,170,875,634,1045,True
,meadow,1095606400,107.2,True,OSM-1095606400,3449.1,951,5011.5,1985,315.1,1948,446.5,2118,1167,133,170,1034,True
,meadow,1095606401,413.4,True,OSM-1095606401,2245.2,664,3229.3,1650,0.0,1,5.0,189,475,1461,188,986,False
,meadow,1095612237,22.3,True,OSM-1095612237,3248.5,906,2826.0,1538,1.3,635,10.1,1149,243,389,514,632,False
,meadow,1095612238,327.3,True,OSM-1095612238,2335.3,685,1380.2,1047,0.0,1,2.7,74,611,973,73,362,False
,meadow,1095612239,96.9,True,OSM-1095612239,1745.7,562,1792.3,1208,0.3,525,5.2,201,361,1007,324,646,False
,meadow,1095612240,334.6,True,OSM-1095612240,414.0,255,2224.6,1355,0.0,1,9.6,1011,756,344,1010,1100,False
,meadow,1096045564,117.4,True,OSM-1096045564,5232.6,1246,4003.4,1832,3.4,908,11.7,1519,273,313,611,586,False
,meadow,1096045566,69.5,True,OSM-1096045566,5364.1,1269,3999.0,1830,0.8,581,10.2,1180,89,650,599,561,False
,meadow,1096045567,83.8,True,OSM-1096045567,5110.7,1220,2378.9,1407,2.3,789,7.9,553,667,854,236,187,False
,meadow,1096045570,113.1,True,OSM-1096045570,3732.1,1000,2597.6,1482,0.0,1,7.0,395,605,1087,394,482,False
,meadow,1096045572,99.6,True,OSM-1096045572,2887.4,825,1504.0,1092,0.9,594,9.0,835,10,257,241,267,False
,meadow,1096045573,80.3,True,OSM-1096045573,2509.9,738,1559.2,1119,125.4,1770,205.3,1979,1241,860,209,381,False
,meadow,1096045576,23.1,True,OSM-1096045576,2461.3,725,1988.9,1285,20.3,1477,9.5,985,260,300,492,560,False
,meadow,1096045577,48.1,True,OSM-1096045577,4177.6,1071,1606.0,1145,7.0,1082,10.6,1303,232,158,221,74,False
,meadow,1096046158,42.8,True,OSM-1096046158,3439.8,947,751.8,781,1.4,646,10.9,1370,423,589,724,166,False
,meadow,1096046159,51.0,True,OSM-1096046159,2837.7,811,707.0,753,400.4,2016,5.5,221,590,532,1795,58,False
,meadow,1096046162,89.5,True,OSM-1096046162,2463.3,726,14.1,305,20.8,1492,6.8,367,359,62,1125,421,False
,meadow,1096118611,153.1,True,OSM-1096118611,0.0,1,3793.8,1781,0.0,1,10.2,1180,1179,601,1179,1780,False
,meadow,1096118612,32.9,True,OSM-1096118612,0.0,1,4885.1,1966,21.4,1510,11.3,1447,1446,519,63,1965,False
,meadow,1096118613,42.2,True,OSM-1096118613,53.5,170,5182.1,2006,22.0,1534,11.1,1407,1237,599,127,1836,True
,meadow,1096118614,28.3,True,OSM-1096118614,0.0,1,5551.7,2061,69.4,1675,237.6,2005,2004,56,330,2060,True
,meadow,1096118615,23.7,True,OSM-1096118615,0.0,1,5512.8,2052,14.1,1194,5.0,189,188,1863,1005,2051,True
,meadow,1096118617,34.5,True,OSM-1096118617,210.3,209,5666.3,2073,42.2,1620,13.5,1695,1486,378,75,1864,True
,meadow,1096118619,46.5,True,OSM-1096118619,712.6,322,5813.9,2091,118.7,1761,0.8,48,274,2043,1713,1769,True
,meadow,1096118620,36.2,True,OSM-1096118620,1028.2,393,5391.2,2037,20.0,1465,7.9,553,160,1484,912,1644,True
,meadow,1096246690,824.2,True,OSM-1096246690,1037.4,397,0.0,1,0.0,1,8.8,769,372,768,768,396,False
,meadow,1096246691,37.6,True,OSM-1096246691,542.2,281,32.7,469,2.9,864,11.5,1488,1207,1019,624,188,False
,meadow,1096246692,194.9,True,OSM-1096246692,0.0,1,21.2,440,0.0,1,6.1,279,278,161,278,439,False
,meadow,1096250577,661.9,True,OSM-1096250577,0.0,1,0.0,1,1.9,727,6.1,279,278,278,448,0,False
,meadow,1096250578,222.5,True,OSM-1096250578,0.0,1,1.0,112,419.1,2035,7.6,494,493,382,1541,111,False
,meadow,1096292387,24.5,True,OSM-1096292387,2460.3,724,22.1,447,283.8,1925,8.9,802,78,355,1123,277,False
,meadow,1096292388,53.9,True,OSM-1096292388,2810.1,804,20.6,430,655.7,2179,6.9,379,425,51,1800,374,False
,meadow,1096292389,329.6,True,OSM-1096292389,2240.6,662,2.6,172,34.5,1600,8.8,769,107,597,831,490,False
,meadow,1096292390,48.2,True,OSM-1096292390,2137.1,643,19.7,419,1.3,635,7.5,475,168,56,160,224,False
,meadow,1096292391,45.2,True,OSM-1096292391,2917.4,834,18.4,385,609.1,2157,4.0,129,705,256,2028,449,False
,meadow,1096292392,83.5,True,OSM-1096292392,3281.4,910,0.4,92,2.7,839,10.2,1180,270,1088,341,818,False
,meadow,1096292393,65.7,True,OSM-1096292393,3764.5,1003,0.3,90,0.0,1,10.3,1215,212,1125,1214,913,False
,meadow,1096292394,21.8,True,OSM-1096292394,2845.7,815,803.5,799,834.5,2248,4.0,129,686,670,2119,16,False
,meadow,1096292395,54.3,True,OSM-1096292395,2687.0,774,1202.4,979,402.0,2020,0.0,1,773,978,2019,205,False
,meadow,1096292396,21.1,True,OSM-1096292396,2304.4,681,786.1,791,285.6,1927,4.7,170,511,621,1757,110,False
,meadow,1096292398,22.0,True,OSM-1096292398,1954.6,611,1179.0,970,4.0,956,0.0,1,610,969,955,359,False
,meadow,1096292399,21.0,True,OSM-1096292399,2027.8,622,385.7,585,1.8,709,10.3,1215,593,630,506,37,False
