site_id,dem_tile,dem_tiles_used,slope_samples,mean_slope_deg,p90_slope_deg
OSM-1094745166,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,6820,0.642,1.118
OSM-1094745167,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1289,0.631,1.08
OSM-1094745168,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,359,0.832,1.498
OSM-1094745169,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,390,1.057,2.353
OSM-1094745171,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2156,0.865,1.525
OSM-1094745172,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1977,0.82,1.456
OSM-1094745173,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1465,1.343,2.846
OSM-1094745174,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1575,1.245,2.281
OSM-1094745175,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,930,1.39,3.142
OSM-1094745176,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1049,1.899,4.474
OSM-1094746904,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,380,2.61,7.604
OSM-1094748074,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1307,1.055,2.053
OSM-1094748075,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,721,0.709,1.22
OSM-1094748076,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,819,0.845,1.569
OSM-1094748078,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,763,0.653,1.11
OSM-1094748079,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1536,0.733,1.279
OSM-1094748080,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2590,0.75,1.313
OSM-1094748082,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,505,0.738,1.283
OSM-1094760226,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1787,0.569,0.82
OSM-1094760227,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1668,0.756,1.347
OSM-1094760228,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,3175,0.571,0.904
OSM-1094760582,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,12252,0.727,1.051
OSM-1094760583,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2265,0.822,1.571
OSM-1094766046,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,721,0.497,0.792
OSM-1094766047,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,871,0.558,0.922
OSM-1094766048,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,3442,0.643,0.989
OSM-1094766049,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,358,0.796,1.703
OSM-1094766052,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,3056,0.658,1.138
OSM-1094766053,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,869,0.552,0.871
OSM-1094766054,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3285,0.579,0.945
OSM-1094766056,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,541,0.629,1.214
OSM-1094766777,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,402,0.87,1.784
OSM-1094974678,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6056,0.727,1.069
OSM-1094974679,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1975,0.727,0.922
OSM-1094974680,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1076,0.87,1.67
OSM-1094976017,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,942,0.561,0.913
OSM-1094976019,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,345,0.415,0.709
OSM-1094976020,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,640,0.465,0.769
OSM-1094978523,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,485,0.505,0.962
OSM-1094978524,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1820,0.496,0.874
OSM-1095006455,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3449,23.559,32.645
OSM-1095006456,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4210,23.832,33.409
OSM-1095006457,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,481,17.926,23.408
OSM-1095006458,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,763,16.692,22.46
OSM-1095006459,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1228,21.448,32.694
OSM-1095006460,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1591,24.912,32.515
OSM-1095007399,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4684,23.233,31.441
OSM-1095123344,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,700,18.722,24.265
OSM-1095133941,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,383,20.368,29.978
OSM-1095133951,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1759,27.246,36.312
OSM-1095133952,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,367,17.211,23.07
OSM-1095133958,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,478,17.579,23.488
OSM-1095162186,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2569,0.829,1.293
OSM-1095162188,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2797,0.981,1.329
OSM-1095162189,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1369,0.985,1.919
OSM-1095162192,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,471,0.569,1.01
OSM-1095162193,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,674,0.774,1.174
OSM-1095162195,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1062,0.646,1.017
OSM-1095162197,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,462,0.487,0.831
OSM-1095162199,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,692,0.811,1.111
OSM-1095162200,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,540,0.646,1.015
OSM-1095162201,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,450,0.835,1.58
OSM-1095162202,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,361,0.901,1.484
OSM-1095162203,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,714,0.693,1.242
OSM-1095162204,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,462,0.568,0.986
OSM-1095162206,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,701,0.741,1.346
OSM-1095162208,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1449,0.78,1.391
OSM-1095162210,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,637,0.804,1.551
OSM-1095162211,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,353,0.705,1.404
OSM-1095162567,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,580,0.578,0.994
OSM-1095162568,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,618,0.514,0.817
OSM-1095162573,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,428,0.559,0.895
OSM-1095162574,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,607,0.642,1.087
OSM-1095162863,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,747,0.577,1.026
OSM-1095170962,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,507,0.604,1.113
OSM-1095170965,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,449,0.796,1.597
OSM-1095170970,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,558,0.586,1.036
OSM-1095170972,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,546,0.573,1.008
OSM-1095174778,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,352,0.91,2.132
OSM-1095174780,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,409,1.443,3.991
OSM-1095174781,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,692,0.586,1.064
OSM-1095174782,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,469,0.657,0.978
OSM-1095176582,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,597,1.029,2.631
OSM-1095192177,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,353,0.769,1.432
OSM-1095192180,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,603,0.857,1.602
OSM-1095192182,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,511,0.818,1.399
OSM-1095192183,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,792,0.635,1.237
OSM-1095192204,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,392,0.517,0.916
OSM-1095192974,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,889,0.446,0.696
OSM-1095192976,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,793,0.428,0.729
OSM-1095195704,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,343,0.633,1.123
OSM-1095195705,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,666,0.586,0.951
OSM-1095195709,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,963,0.689,1.263
OSM-1095195710,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,652,0.785,1.323
OSM-1095206256,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,352,0.676,1.055
OSM-1095206257,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,827,0.624,0.993
OSM-1095206258,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,959,0.609,0.971
OSM-1095206259,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,973,0.632,0.943
OSM-1095206261,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,414,0.796,1.115
OSM-1095206262,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,637,0.843,1.477
OSM-1095206266,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,838,0.656,1.149
OSM-1095213888,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,351,0.785,1.502
OSM-1095213889,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,1336,1.256,2.074
OSM-1095213891,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,966,1.211,2.12
OSM-1095213892,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1666,0.947,1.996
OSM-1095213893,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1264,0.789,1.528
OSM-1095213894,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3701,0.563,0.919
OSM-1095213895,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,746,0.703,1.323
OSM-1095213896,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,7623,0.681,1.122
OSM-1095214874,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3513,0.512,0.833
OSM-1095214875,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,643,0.51,0.86
OSM-1095214879,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1170,0.815,1.507
OSM-1095214880,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,492,0.936,2.318
OSM-1095215670,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1207,0.725,1.44
OSM-1095215676,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,925,0.647,1.158
OSM-1095251709,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1755,0.56,0.898
OSM-1095251710,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1639,0.606,1.023
OSM-1095251712,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1752,0.803,1.688
OSM-1095251713,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,706,0.523,0.904
OSM-1095251714,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,716,0.661,1.053
OSM-1095251717,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,463,0.715,1.355
OSM-1095251718,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,350,0.398,0.673
OSM-1095269537,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1591,0.775,1.633
OSM-1095269538,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,692,1.552,3.871
OSM-1095269539,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1051,0.882,1.997
OSM-1095269542,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,949,0.655,1.216
OSM-1095332047,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1599,0.667,1.167
OSM-1095332049,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,589,0.771,1.516
OSM-1095332051,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1980,0.962,2.142
OSM-1095332483,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,563,0.751,1.319
OSM-1095332485,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,908,1.139,2.477
OSM-1095333409,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,826,0.891,1.832
OSM-1095333416,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,348,0.675,1.131
OSM-1095333418,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,483,1.221,3.129
OSM-1095334175,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,352,0.622,1.202
OSM-1095334180,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,403,0.799,1.766
OSM-1095334374,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,685,0.644,1.117
OSM-1095336428,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,712,0.676,1.277
OSM-1095336429,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,888,0.933,2.082
OSM-1095337611,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1344,0.667,1.201
OSM-1095337613,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1660,0.653,0.982
OSM-1095375208,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,10198,0.672,1.015
OSM-1095375210,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,482,0.585,0.897
OSM-1095375211,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1272,0.815,1.354
OSM-1095375213,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,953,0.708,1.092
OSM-1095375214,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,947,0.89,1.683
OSM-1095375221,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1468,1.187,2.112
OSM-1095375222,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1443,0.612,0.832
OSM-1095375223,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,474,1.041,2.352
OSM-1095376095,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,626,0.892,2.078
OSM-1095376096,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,771,0.863,1.187
OSM-1095376551,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1683,0.705,1.336
OSM-1095376552,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2147,0.689,1.081
OSM-1095376553,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,475,0.849,1.171
OSM-1095377022,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,975,0.658,0.935
OSM-1095377023,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,768,1.283,3.025
OSM-1095377024,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,576,1.021,2.147
OSM-1095377026,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,462,0.806,1.363
OSM-1095377395,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,360,0.551,0.853
OSM-1095377397,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,654,2.035,6.671
OSM-1095377401,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,488,1.419,3.214
OSM-1095377842,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,363,1.007,2.417
OSM-1095377845,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,530,1.148,2.537
OSM-1095396533,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3419,0.856,1.524
OSM-1095396536,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,683,0.569,0.924
OSM-1095396537,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,393,0.571,1.044
OSM-1095397036,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,720,0.652,0.885
OSM-1095397037,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,432,0.751,1.494
OSM-1095397040,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1335,0.644,1.086
OSM-1095397644,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1001,0.664,1.086
OSM-1095397645,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2769,0.819,1.444
OSM-1095397646,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1464,0.694,1.297
OSM-1095412620,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,8501,0.864,1.557
OSM-1095412621,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1100,1.187,2.97
OSM-1095444695,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,525,0.852,1.898
OSM-1095444697,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,351,1.021,1.962
OSM-1095444700,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1505,0.839,1.669
OSM-1095444913,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,413,0.74,1.561
OSM-1095444916,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,628,0.668,1.312
OSM-1095493191,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,988,0.837,1.609
OSM-1095493192,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,445,1.63,3.935
OSM-1095493193,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,815,1.084,2.488
OSM-1095493207,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,763,0.8,1.493
OSM-1095493595,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,560,0.762,1.711
OSM-1095493596,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,422,2.136,5.693
OSM-1095586036,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1677,1.267,2.868
OSM-1095586037,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1396,0.725,1.339
OSM-1095586038,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,532,0.637,1.217
OSM-1095586039,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,973,0.621,1.013
OSM-1095586040,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,461,0.898,1.51
OSM-1095586043,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1925,1.041,2.173
OSM-1095586508,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,611,1.122,2.548
OSM-1095586511,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1563,1.433,4.103
OSM-1095606394,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6173,0.931,1.629
OSM-1095606395,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,779,2.682,7.054
OSM-1095606396,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,812,0.793,1.299
OSM-1095606400,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1686,0.736,1.235
OSM-1095606401,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6319,0.655,1.154
OSM-1095612237,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,390,1.957,5.089
OSM-1095612238,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,5086,1.083,1.849
OSM-1095612239,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1575,0.588,0.987
OSM-1095612240,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,5062,1.03,2.562
OSM-1096045564,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1853,0.59,0.951
OSM-1096045566,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1108,0.565,1.005
OSM-1096045567,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1352,0.759,1.236
OSM-1096045570,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1743,0.671,1.02
OSM-1096045572,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1573,0.582,0.979
OSM-1096045573,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1245,0.567,0.909
OSM-1096045576,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,391,0.98,2.431
OSM-1096045577,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,775,0.972,2.19
OSM-1096046158,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,703,0.636,1.074
OSM-1096046159,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,815,0.898,1.457
OSM-1096046162,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1404,0.769,1.09
OSM-1096118611,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2385,0.796,1.751
OSM-1096118612,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,544,0.909,1.862
OSM-1096118613,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,698,1.15,3.096
OSM-1096118614,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,472,0.557,0.979
OSM-1096118615,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,418,0.97,2.266
OSM-1096118617,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,573,0.695,1.018
OSM-1096118619,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,749,0.626,1.08
OSM-1096118620,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,587,0.981,2.18
OSM-1096246690,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,12399,0.883,1.711
OSM-1096246691,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,614,1.654,4.658
OSM-1096246692,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3054,1.699,4.956
OSM-1096250577,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,10114,0.739,1.169
OSM-1096250578,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3433,0.549,0.855
OSM-1096292387,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,415,0.51,0.774
OSM-1096292388,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,861,0.519,0.793
OSM-1096292389,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,5037,0.523,0.803
OSM-1096292390,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,792,1.038,2.303
OSM-1096292391,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,733,0.959,2.206
OSM-1096292392,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1333,0.642,0.991
OSM-1096292393,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1045,0.865,1.201
OSM-1096292394,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,366,0.867,1.606
OSM-1096292395,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,870,0.535,0.813
OSM-1096292396,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,356,0.825,1.434
OSM-1096292398,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,373,0.712,1.193
OSM-1096292399,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,361,0.854,1.765
OSM-1096292403,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,560,0.55,0.815
OSM-1096292405,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2936,0.662,1.03
OSM-1096292408,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1236,0.945,1.935
OSM-1096292409,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1078,0.771,1.241
OSM-1096319152,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1497,0.677,1.092
OSM-1096319154,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,807,0.834,1.684
OSM-1096319160,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,425,0.781,1.201
OSM-1096319161,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,398,1.035,2.686
OSM-1096319162,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,848,0.82,1.807
OSM-1096319163,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,664,0.761,1.207
OSM-1096319164,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,798,0.641,0.896
OSM-1096319165,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,437,0.59,0.843
OSM-1096319166,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,404,0.663,1.367
OSM-1096319169,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,618,0.561,0.785
OSM-1096319170,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1788,0.545,0.79
OSM-1096319171,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,720,0.618,0.996
OSM-1096319175,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1889,0.67,1.13
OSM-1096319176,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,767,0.709,1.324
OSM-1096319177,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,472,0.561,0.97
OSM-1096319178,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,496,0.684,1.289
OSM-1096319182,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,772,0.732,1.32
OSM-1096319183,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,875,0.723,1.64
OSM-1096319184,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,625,0.851,1.581
OSM-1096319950,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,650,0.807,1.704
OSM-1096319951,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,349,0.701,1.339
OSM-1096319954,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,669,0.633,1.077
OSM-1096319955,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,820,0.724,1.387
OSM-1096319956,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,521,1.304,3.303
OSM-1096319957,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,338,0.8,1.075
OSM-1096319958,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,494,0.642,0.987
OSM-1096319959,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,397,0.551,0.876
OSM-1096319960,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,400,0.532,0.828
OSM-1096319961,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1187,0.546,0.851
OSM-1096319966,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,345,0.812,1.201
OSM-1096319967,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,621,0.628,1.013
